🇨🇳央视频道,#genre#
河南卫视高清,http://v.mp.haue.edu.cn/hls/hnhd.m3u8
广西卫视高清,http://v.mp.haue.edu.cn/hls/gxhd.m3u8
吉林卫视高清,http://v.mp.haue.edu.cn/hls/jlhd.m3u8
中国教育电视台1高清,http://v.mp.haue.edu.cn/hls/cetv1hd.m3u8
海南卫视高清,http://v.mp.haue.edu.cn/hls/lyhd.m3u8
贵州卫视高清,http://v.mp.haue.edu.cn/hls/gzhd.m3u8
浙江卫视,http://v.mp.haue.edu.cn/hls/zjtv.m3u8
湖南卫视,http://v.mp.haue.edu.cn/hls/hunantv.m3u8
江苏卫视,http://v.mp.haue.edu.cn/hls/jstv.m3u8
东方卫视,http://v.mp.haue.edu.cn/hls/dftv.m3u8
深圳卫视,http://v.mp.haue.edu.cn/hls/sztv.m3u8
安徽卫视,http://v.mp.haue.edu.cn/hls/ahtv.m3u8
河南卫视,http://v.mp.haue.edu.cn/hls/hntv.m3u8
陕西卫视,http://v.mp.haue.edu.cn/hls/sxtv.m3u8
吉林卫视,http://v.mp.haue.edu.cn/hls/jltv.m3u8
广东卫视,http://v.mp.haue.edu.cn/hls/gdtv.m3u8
山东卫视,http://v.mp.haue.edu.cn/hls/sdtv.m3u8
湖北卫视,http://v.mp.haue.edu.cn/hls/hbtv.m3u8
河北卫视,http://v.mp.haue.edu.cn/hls/hebtv.m3u8
西藏卫视,http://v.mp.haue.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://v.mp.haue.edu.cn/hls/nmtv.m3u8
青海卫视,http://v.mp.haue.edu.cn/hls/qhtv.m3u8
四川卫视,http://v.mp.haue.edu.cn/hls/sctv.m3u8
天津卫视,http://v.mp.haue.edu.cn/hls/tjtv.m3u8
山西卫视,http://v.mp.haue.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://v.mp.haue.edu.cn/hls/lntv.m3u8
厦门卫视,http://v.mp.haue.edu.cn/hls/xmtv.m3u8
新疆卫视,http://v.mp.haue.edu.cn/hls/xjtv.m3u8
黑龙江卫视,http://v.mp.haue.edu.cn/hls/hljtv.m3u8
云南卫视,http://v.mp.haue.edu.cn/hls/yntv.m3u8
江西卫视,http://v.mp.haue.edu.cn/hls/jxtv.m3u8
福建东南卫视,http://v.mp.haue.edu.cn/hls/dntv.m3u8
贵州卫视,http://v.mp.haue.edu.cn/hls/gztv.m3u8
宁夏卫视,http://v.mp.haue.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://v.mp.haue.edu.cn/hls/gstv.m3u8
重庆卫视,http://v.mp.haue.edu.cn/hls/cqtv.m3u8
兵团卫视,http://v.mp.haue.edu.cn/hls/bttv.m3u8
延边卫视,http://v.mp.haue.edu.cn/hls/ybtv.m3u8
三沙卫视,http://v.mp.haue.edu.cn/hls/sstv.m3u8
海南卫视,http://v.mp.haue.edu.cn/hls/lytv.m3u8
CHC家庭影院,http://v.mp.haue.edu.cn/hls/chctv.m3u8
CHC动作电影,http://v.mp.haue.edu.cn/hls/chcatv.m3u8
金鹰卡通,http://v.mp.haue.edu.cn/hls/jykttv.m3u8
优漫卡通,http://v.mp.haue.edu.cn/hls/ymkttv.m3u8
新动漫,http://v.mp.haue.edu.cn/hls/xdmtv.m3u8
探案剧场,http://v.mp.haue.edu.cn/hls/tajctv.m3u8
辽宁影视剧,http://v.mp.haue.edu.cn/hls/lnysjtv.m3u8
辽宁体育,http://v.mp.haue.edu.cn/hls/lntytv.m3u8
中国教育电视台1,http://v.mp.haue.edu.cn/hls/cetv1.m3u8
中国教育电视台3,http://v.mp.haue.edu.cn/hls/cetv3.m3u8
中国教育电视台4,http://v.mp.haue.edu.cn/hls/cetv4.m3u8
山东教育电视台,http://v.mp.haue.edu.cn/hls/sdetv.m3u8
清华电视台,http://v.mp.haue.edu.cn/hls/tsinghuatv.m3u8
凤凰资讯,http://v.mp.haue.edu.cn/hls/fhzx.m3u8
凤凰中文,http://v.mp.haue.edu.cn/hls/fhzw.m3u8
凤凰电影,http://v.mp.haue.edu.cn/hls/fhdy.m3u8
Star Sports,http://v.mp.haue.edu.cn/hls/starsports.m3u8
安徽卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225551/index.m3u8
北京卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225552/index.m3u8
东方卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225512/index.m3u8
东南卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225583/index.m3u8
广东卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225508/index.m3u8
湖北卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225654/index.m3u8
湖南卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225521/index.m3u8
江苏卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225578/index.m3u8
江西卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225560/index.m3u8
辽宁卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225593/index.m3u8
山东卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225526/index.m3u8
深圳卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225537/index.m3u8
天津卫视[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
央广购物[1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225626/index.m3u8
浙江卫视[1280*720],http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8
湖南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225827/1.m3u8?servicetype=1
湖南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227232/1.m3u8?servicetype=1
湖南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221226924/1.m3u8?servicetype=1
贵州卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221226827/1.m3u8?servicetype=1
贵州卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227201/1.m3u8?servicetype=1
江苏卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227160/1.m3u8?servicetype=1
河北卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227063/1.m3u8?servicetype=1
北京卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225826/1.m3u8?servicetype=1
北京卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225937/1.m3u8?servicetype=1
北京卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227246/1.m3u8?servicetype=1
天津卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225830/1.m3u8?servicetype=1
天津卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225941/1.m3u8?servicetype=1
天津卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227205/1.m3u8?servicetype=1
江西卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225834/1.m3u8?servicetype=1
江西卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227022/1.m3u8?servicetype=1
江西卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227209/1.m3u8?servicetype=1
辽宁卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225832/1.m3u8?servicetype=1
广东卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225824/1.m3u8?servicetype=1
广东卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227164/1.m3u8?servicetype=1
东南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227156/1.m3u8?servicetype=1
重庆卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225831/1.m3u8?servicetype=1
重庆卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225949/1.m3u8?servicetype=1
重庆卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227240/1.m3u8?servicetype=1
湖北卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225840/1.m3u8?servicetype=1
浙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225825/1.m3u8?servicetype=1
浙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225934/1.m3u8?servicetype=1
浙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227193/1.m3u8?servicetype=1
浙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225870/1.m3u8?servicetype=1
安徽卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225844/1.m3u8?servicetype=1
安徽卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227178/1.m3u8?servicetype=1
东方卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227059/1.m3u8?servicetype=1
东方卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227040/1.m3u8?servicetype=1
东方卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221226560/1.m3u8?servicetype=1
东方卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225828/1.m3u8?servicetype=1
东方卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1
深圳卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225848/1.m3u8?servicetype=1
深圳卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225938/1.m3u8?servicetype=1
深圳卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227242/1.m3u8?servicetype=1
江苏卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225847/1.m3u8?servicetype=1
山东卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225843/1.m3u8?servicetype=1
山东卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227236/1.m3u8?servicetype=1
山东卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221226928/1.m3u8?servicetype=1
黑龙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225862/1.m3u8?servicetype=1
黑龙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221225940/1.m3u8?servicetype=1
黑龙江卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227197/1.m3u8?servicetype=1
海峡卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227198/1.m3u8?servicetype=1
河南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227095/1.m3u8?servicetype=1
吉林卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227099/1.m3u8?servicetype=1
湖北卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227111/1.m3u8?servicetype=1
海南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227216/1.m3u8?servicetype=1
云南卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227181/1.m3u8?servicetype=1
四川卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227182/1.m3u8?servicetype=1
辽宁卫视[1920*1080],http://39.135.49.209:6610/PLTV/88888888/224/3221227141/1.m3u8?servicetype=1


📡备用频道,#genre#
CCTV-4K超高清,http://iptv.tvfix.org/hls/cctv4k.m3u8
CCTV-1高清,http://iptv.tvfix.org/hls/cctv1hd.m3u8
CCTV-1HK版高清,http://iptv.tvfix.org/hls/cctv1hdhk.m3u8
CCTV-2高清,http://iptv.tvfix.org/hls/cctv2hd.m3u8
CCTV-3高清,http://iptv.tvfix.org/hls/cctv3hd.m3u8
CCTV-4高清,http://iptv.tvfix.org/hls/cctv4hd.m3u8
CCTV-5高清,http://iptv.tvfix.org/hls/cctv5hd.m3u8
CCTV-5+高清,http://iptv.tvfix.org/hls/cctv5phd.m3u8
CCTV-6高清,http://iptv.tvfix.org/hls/cctv6hd.m3u8
CCTV-7高清,http://iptv.tvfix.org/hls/cctv7hd.m3u8
CCTV-8高清,http://iptv.tvfix.org/hls/cctv8hd.m3u8
CCTV-9高清,http://iptv.tvfix.org/hls/cctv9hd.m3u8
CCTV-10高清,http://iptv.tvfix.org/hls/cctv10hd.m3u8
CCTV-11高清,http://iptv.tvfix.org/hls/cctv11hd.m3u8
CCTV-12高清,http://iptv.tvfix.org/hls/cctv12hd.m3u8
CCTV-13高清,http://iptv.tvfix.org/hls/cctv13hd.m3u8
CCTV-14高清,http://iptv.tvfix.org/hls/cctv14hd.m3u8
CCTV-15高清,http://iptv.tvfix.org/hls/cctv15hd.m3u8
CCTV-16高清,http://iptv.tvfix.org/hls/cctv16hd.m3u8
CCTV-17高清,http://iptv.tvfix.org/hls/cctv17hd.m3u8
CGTN高清,http://iptv.tvfix.org/hls/cgtnhd.m3u8
CGTN纪录高清,http://iptv.tvfix.org/hls/cgtndochd.m3u8
CGTN法语高清,http://iptv.tvfix.org/hls/cgtnfhd.m3u8
CGTN俄语高清,http://iptv.tvfix.org/hls/cgtnehd.m3u8
CGTN阿拉伯语高清,http://iptv.tvfix.org/hls/cgtnahd.m3u8
CGTN西班牙语高清,http://iptv.tvfix.org/hls/cgtnxhd.m3u8
北京卫视高清,http://iptv.tvfix.org/hls/brtv1hd.m3u8
湖南卫视高清,http://iptv.tvfix.org/hls/hunanhd.m3u8
浙江卫视高清,http://iptv.tvfix.org/hls/zjhd.m3u8
江苏卫视高清,http://iptv.tvfix.org/hls/jshd.m3u8
东方卫视高清,http://iptv.tvfix.org/hls/dfhd.m3u8
安徽卫视高清,http://iptv.tvfix.org/hls/ahhd.m3u8
黑龙江卫视高清,http://iptv.tvfix.org/hls/hljhd.m3u8
辽宁卫视高清,http://iptv.tvfix.org/hls/lnhd.m3u8
深圳卫视高清,http://iptv.tvfix.org/hls/szhd.m3u8
广东卫视高清,http://iptv.tvfix.org/hls/gdhd.m3u8
天津卫视高清,http://iptv.tvfix.org/hls/tjhd.m3u8
湖北卫视高清,http://iptv.tvfix.org/hls/hbhd.m3u8
山东卫视高清,http://iptv.tvfix.org/hls/sdhd.m3u8
重庆卫视高清,http://iptv.tvfix.org/hls/cqhd.m3u8
金鹰纪实高清,http://iptv.tvfix.org/hls/gedocu.m3u8
福建东南卫视高清,http://iptv.tvfix.org/hls/dnhd.m3u8
四川卫视高清,http://iptv.tvfix.org/hls/schd.m3u8
河北卫视高清,http://iptv.tvfix.org/hls/hebhd.m3u8
江西卫视高清,http://iptv.tvfix.org/hls/jxhd.m3u8
河南卫视高清,http://iptv.tvfix.org/hls/hnhd.m3u8
广西卫视高清,http://iptv.tvfix.org/hls/gxhd.m3u8
吉林卫视高清,http://iptv.tvfix.org/hls/jlhd.m3u8
中国教育电视台1高清,http://iptv.tvfix.org/hls/cetv1hd.m3u8
海南卫视高清,http://iptv.tvfix.org/hls/lyhd.m3u8
贵州卫视高清,http://iptv.tvfix.org/hls/gzhd.m3u8
北京文艺高清,http://iptv.tvfix.org/hls/brtv2hd.m3u8
北京科教高清,http://iptv.tvfix.org/hls/brtv3hd.m3u8
北京影视高清,http://iptv.tvfix.org/hls/brtv4hd.m3u8
北京财经高清,http://iptv.tvfix.org/hls/brtv5hd.m3u8
北京生活高清,http://iptv.tvfix.org/hls/brtv7hd.m3u8
北京青年高清,http://iptv.tvfix.org/hls/brtv8hd.m3u8
北京新闻高清,http://iptv.tvfix.org/hls/brtv9hd.m3u8
北京卡酷少儿高清,http://iptv.tvfix.org/hls/brtv10hd.m3u8
北京冬奥纪实高清,http://iptv.tvfix.org/hls/brtv11hd.m3u8
上海新闻综合高清,http://iptv.tvfix.org/hls/shxwzhhd.m3u8
上海东方影视高清,http://iptv.tvfix.org/hls/shdfyshd.m3u8
上海都市频道高清,http://iptv.tvfix.org/hls/shdspdhd.m3u8
上海外语频道高清,http://iptv.tvfix.org/hls/shwypdhd.m3u8
上海第一财经高清,http://iptv.tvfix.org/hls/shdycjhd.m3u8
五星体育高清,http://iptv.tvfix.org/hls/wxtyhd.m3u8
极速汽车高清,http://iptv.tvfix.org/hls/jsqchd.m3u8
劲爆体育高清,http://iptv.tvfix.org/hls/jbtyhd.m3u8
新视觉高清,http://iptv.tvfix.org/hls/xsjhd.m3u8
魅力足球高清,http://iptv.tvfix.org/hls/mlzqhd.m3u8
游戏风云高清,http://iptv.tvfix.org/hls/yxfyhd.m3u8
全纪实高清,http://iptv.tvfix.org/hls/qjshd.m3u8
纪实人文高清,http://iptv.tvfix.org/hls/docuchina.m3u8
CHC高清电影,http://iptv.tvfix.org/hls/chchd.m3u8
CHC家庭影院,http://iptv.tvfix.org/hls/chctv.m3u8
CHC动作电影,http://iptv.tvfix.org/hls/chcatv.m3u8
哈哈炫动高清,http://iptv.tvfix.org/hls/hhxdhd.m3u8
金鹰卡通,http://iptv.tvfix.org/hls/jykttv.m3u8
优漫卡通,http://iptv.tvfix.org/hls/ymkttv.m3u8
新动漫,http://iptv.tvfix.org/hls/xdmtv.m3u8
足球频道,http://iptv.tvfix.org/hls/zqhd.m3u8
翡翠台(第1声道繁体),http://iptv.tvfix.org/hls/jade.m3u8
翡翠台(第2声道简体),http://iptv.tvfix.org/hls/jade2.m3u8
翡翠台海外版(粤语繁体),http://iptv.tvfix.org/hls/jadenhk.m3u8
翡翠台海外版(普通话简体),http://iptv.tvfix.org/hls/jadenhk2.m3u8
J2,http://iptv.tvfix.org/hls/j2.m3u8
J2(第2声道),http://iptv.tvfix.org/hls/j22.m3u8
无线新闻台,http://iptv.tvfix.org/hls/inews.m3u8
无线新闻台(第2声道),http://iptv.tvfix.org/hls/inews2.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
明珠台(第2声道),http://iptv.tvfix.org/hls/pearl2.m3u8
无线财经资讯台,http://iptv.tvfix.org/hls/finance.m3u8
无线财经资讯台(第2声道),http://iptv.tvfix.org/hls/finance2.m3u8
无线财经资讯台海外版,http://iptv.tvfix.org/hls/financenhk.m3u8
ViuTV,http://iptv.tvfix.org/hls/viutv.m3u8
ViuTV(第2声道),http://iptv.tvfix.org/hls/viutv2.m3u8
ViuTV6,http://iptv.tvfix.org/hls/viutv6.m3u8
RTHK31,http://iptv.tvfix.org/hls/rthk31.m3u8
RTHK32,http://iptv.tvfix.org/hls/rthk32.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
HK国际财经台,http://iptv.tvfix.org/hls/hkibc.m3u8
HK开电视,http://iptv.tvfix.org/hls/opentv.m3u8
美亚电影台(粤语),http://iptv.tvfix.org/hls/mydy.m3u8
美亚电影台(普通话),http://iptv.tvfix.org/hls/mydy2.m3u8
卫视电影台,http://iptv.tvfix.org/hls/starmovies.m3u8
天映频道,http://iptv.tvfix.org/hls/typd.m3u8
天映经典,http://iptv.tvfix.org/hls/tyjd.m3u8
天映经典(第2声道),http://iptv.tvfix.org/hls/tyjd2.m3u8
HBO(第1声道粤语),http://iptv.tvfix.org/hls/hbo.m3u8
HBO(第2声道原声),http://iptv.tvfix.org/hls/hbo2.m3u8
HBO Hits(第1声道粤语),http://iptv.tvfix.org/hls/hbohits.m3u8
HBO Hits(第2声道原声),http://iptv.tvfix.org/hls/hbohits2.m3u8#EXTINF:-1 group-title="港台频道",HBO Family(第1声道粤语)
HBO Family(第2声道原声),http://iptv.tvfix.org/hls/hbofamily2.m3u8
HBO Signature(第1声道粤语),http://iptv.tvfix.org/hls/hbosignature.m3u8
HBO Signature(第2声道原声),http://iptv.tvfix.org/hls/hbosignature2.m3u8
TVB星河(粤语),http://iptv.tvfix.org/hls/tvbxh.m3u8
TVB星河(普通话),http://iptv.tvfix.org/hls/tvbxh2.m3u8
TVB功夫台(粤语),http://iptv.tvfix.org/hls/tvbkf.m3u8
TVB功夫(普通话),http://iptv.tvfix.org/hls/tvbkf2.m3u8
TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid.m3u8
Hands Up Channel(第2声道),http://iptv.tvfix.org/hls/kid2.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill.m3u8
Thrill(第2声道),http://iptv.tvfix.org/hls/thrill2.m3u8
NHK综合,http://iptv.tvfix.org/hls/nhkg.m3u8
NHK综合(第2声道),http://iptv.tvfix.org/hls/nhkg2.m3u8
NHK教育,http://iptv.tvfix.org/hls/nhke.m3u8
NHK教育(第2声道),http://iptv.tvfix.org/hls/nhke2.m3u8
NHK WORLD Premium,http://iptv.tvfix.org/hls/nhkworldpremium.m3u8
NHK WORLD,http://iptv.tvfix.org/hls/nhkworld.m3u8
NHK WORLD(中文字幕),http://iptv.tvfix.org/hls/nhkworldzh.m3u8
tvN,http://iptv.tvfix.org/hls/tvn.m3u8
瞬间看地球,http://iptv.tvfix.org/hls/earth.m3u8
Discovery,http://iptv.tvfix.org/hls/discovery.m3u8
动物星球,http://iptv.tvfix.org/hls/animal.m3u8
动物星球(第2声道),http://iptv.tvfix.org/hls/animal2.m3u8
国家地理,http://iptv.tvfix.org/hls/natlgeo.m3u8
国家地理(第2声道),http://iptv.tvfix.org/hls/natlgeo2.m3u8
Star Sports,http://iptv.tvfix.org/hls/starsports.m3u8


📡备用全频道,#genre#
CCTV-1HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000210103.m3u8
CCTV-2HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203603.m3u8
CCTV-3HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV-4HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV-5HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV-5+HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV-7HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000510003.m3u8
CCTV-8HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV-9HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV-10HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV-11HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV-12HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8
CCTV-13HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV-14HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV-15HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV-4中文国际欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4中文国际美洲,http://117.148.179.158/PLTV/88888888/224/3221231654/index.m3u8
CCTV-8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233350/index.m3u8
CCTV-4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV-怀旧剧场,http://iptv.tvfix.org/hls/cctvhjjchd.m3u8
CCTV-第一剧场,http://iptv.tvfix.org/hls/cctvdyjchd.m3u8
CCTV-风云足球,http://iptv.tvfix.org/hls/cctvfyzqhd.m3u8
CCTV-兵器科技,http://iptv.tvfix.org/hls/cctvbqkjhd.m3u8
CCTV-电视指南,http://iptv.tvfix.org/hls/cctvdsznhd.m3u8
CCTV-高尔夫网球,http://iptv.tvfix.org/hls/cctvgefwqhd.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
CGTN法语,http://117.148.179.157/PLTV/88888888/224/3221231550/index.m3u8
CGTN西班牙语,http://117.148.179.157/PLTV/88888888/224/3221231546/index.m3u8
CGTN阿拉伯语,http://117.148.179.157/PLTV/88888888/224/3221231579/index.m3u8
CGTN俄罗斯语,http://117.148.179.157/PLTV/88888888/224/3221231591/index.m3u8
中央新影-老故事,http://111.20.33.93/PLTV/88888893/224/3221226236/index.m3u8
中央新影-发现之旅,http://39.134.19.248:6610/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
中国教育1HD,http://221.179.136.146:443/PLTV/88888888/224/3221226494/1.m3u8
新华中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
新华英语,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
湖南卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
江苏卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
浙江卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
东方卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
广东卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
深圳卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
北京卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
山东卫视HD,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
湖北卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
黑龙江卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
辽宁卫视HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
东南卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
江西卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
重庆卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
四川卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
广西卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
云南卫视HD,http://39.135.55.7:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=OTT
河南卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
贵州卫视HD,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
甘肃卫视HD,http://hls.gstv.com.cn/49048r/6e1sy2.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
厦门卫视HD,http://39.135.55.7:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
西藏卫视,http://39.134.19.248:6610/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
海峡卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1&IASHttpSessionId=OTT
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
安徽导视,http://agsj.appcoo.com:8000/agsj/test/index.m3u8
合肥新闻,https://hylive.hfbtv.com/lsdream/pdq062k/1000/live.m3u8
